prism:url	dc:identifier	dc:title	prism:publicationName	prism:coverDate	citedby-count	affiliation	institution_1	country_1	fundus_in_title	pub_year	abstract
https://api.elsevier.com/content/abstract/scopus_id/85101130774	SCOPUS_ID:85101130774	An integrated deep learning algorithm for detecting lung nodules with low-dose CT and its application in 6g-enabled internet of medical things	IEEE Internet of Things Journal	2021-04-01	1	Harbin Medical University, Harbin, China	Harbin Medical University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101130774
https://api.elsevier.com/content/abstract/scopus_id/85096140305	SCOPUS_ID:85096140305	EF-Net: A novel enhancement and fusion network for RGB-D saliency detection	Pattern Recognition	2021-04-01	2	University of Science and Technology of China, Hefei, China	University of Science and Technology of China	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85096140305
https://api.elsevier.com/content/abstract/scopus_id/85102624126	SCOPUS_ID:85102624126	Stenosis-DetNet: Sequence consistency-based stenosis detection for X-ray coronary angiography	Computerized Medical Imaging and Graphics	2021-04-01	0	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102624126
https://api.elsevier.com/content/abstract/scopus_id/85097945719	SCOPUS_ID:85097945719	FFCNN: A Deep Neural Network for Surface Defect Detection of Magnetic Tile	IEEE Transactions on Industrial Electronics	2021-04-01	2	Sichuan University, Chengdu, China	Sichuan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85097945719
https://api.elsevier.com/content/abstract/scopus_id/85096646182	SCOPUS_ID:85096646182	COVID-19 classification by CCSHNet with deep fusion using transfer learning and discriminant correlation analysis	Information Fusion	2021-04-01	6	University of Leicester, Leicester, United Kingdom++King Abdulaziz University, Jeddah, Saudi Arabia++Loughborough University, Loughborough, United Kingdom	University of Leicester	United Kingdom	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85096646182
https://api.elsevier.com/content/abstract/scopus_id/85088827279	SCOPUS_ID:85088827279	Single-shot augmentation detector for object detection	Neural Computing and Applications	2021-04-01	0	Chongqing University of Posts and Telecommunications, Chongqing, China	Chongqing University of Posts and Telecommunications	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85088827279
https://api.elsevier.com/content/abstract/scopus_id/85103509993	SCOPUS_ID:85103509993	Quantification of Cognitive Function in Alzheimer’s Disease Based on Deep Learning	Frontiers in Neuroscience	2021-03-17	0	China PLA General Hospital, Beijing, China++General Hospital of Southern Theater Command, Guangzhou, China	China PLA General Hospital	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103509993
https://api.elsevier.com/content/abstract/scopus_id/85090470545	SCOPUS_ID:85090470545	Gesture recognition based on multi-modal feature weight	Concurrency Computation	2021-03-10	6	Wuhan University of Science and Technology, Wuhan, China	Wuhan University of Science and Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85090470545
https://api.elsevier.com/content/abstract/scopus_id/85103290674	SCOPUS_ID:85103290674	ASAFPN:An End-to-End Defect Detector with Adaptive Spatial Attention Method	Journal of Physics: Conference Series	2021-03-05	0	Chengdu Aircraft Industrial (Group) Co. Ltd., Chengdu, China	Chengdu Aircraft Industrial (Group) Co. Ltd.	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103290674
https://api.elsevier.com/content/abstract/scopus_id/85103261327	SCOPUS_ID:85103261327	Efficient channel attention feature fusion for lightweight single image super resolution	Journal of Physics: Conference Series	2021-03-04	0	Shanghai Jiao Tong University, Shanghai, China	Shanghai Jiao Tong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103261327
https://api.elsevier.com/content/abstract/scopus_id/85103258708	SCOPUS_ID:85103258708	Study on the segmentation method of multi-phase CT liver tumor based on dual channel U-Nets	Journal of Physics: Conference Series	2021-03-04	0	Nanjing University of Post and TeleCommunications, Nanjing, China	Nanjing University of Post and TeleCommunications	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103258708
https://api.elsevier.com/content/abstract/scopus_id/85103490390	SCOPUS_ID:85103490390	Semantic segmentation of aerial imagery via split‐attention networks with disentangled nonlocal and edge supervision	Remote Sensing	2021-03-02	0	Wuhan University, Wuhan, China	Wuhan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103490390
https://api.elsevier.com/content/abstract/scopus_id/85102487274	SCOPUS_ID:85102487274	Relation3dmot: Exploiting deep affinity for 3d multi-object tracking from view aggregation	Sensors	2021-03-02	0	Cranfield University, Cranfield, United Kingdom	Cranfield University	United Kingdom	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102487274
https://api.elsevier.com/content/abstract/scopus_id/85102571879	SCOPUS_ID:85102571879	Automatic modulation classification based on deep feature fusion for high noise level and large dynamic input	Sensors	2021-03-02	0	State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System (CEMEE), -, China	State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System (CEMEE)	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102571879
https://api.elsevier.com/content/abstract/scopus_id/85102117675	SCOPUS_ID:85102117675	Msdu-net: A multi-scale dilated u-net for blur detection	Sensors	2021-03-01	0	Xidian University, Xi'an, China	Xidian University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102117675
https://api.elsevier.com/content/abstract/scopus_id/85100428607	SCOPUS_ID:85100428607	Fine-grained correlation analysis for medical image retrieval	Computers and Electrical Engineering	2021-03-01	0	Guilin University of Electronic Technology, Guilin, China	Guilin University of Electronic Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100428607
https://api.elsevier.com/content/abstract/scopus_id/85098949570	SCOPUS_ID:85098949570	WBC-Net: A white blood cell segmentation network based on UNet++ and ResNet	Applied Soft Computing	2021-03-01	0	Minjiang University, Fuzhou, China++Fuzhou University, Fuzhou, China	Minjiang University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85098949570
https://api.elsevier.com/content/abstract/scopus_id/85100759790	SCOPUS_ID:85100759790	COVID-19 Chest CT image segmentation network by multi-scale fusion and enhancement operations	IEEE Transactions on Big Data	2021-03-01	0	The University of Adelaide, Adelaide, Australia	The University of Adelaide	Australia	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100759790
https://api.elsevier.com/content/abstract/scopus_id/85097719008	SCOPUS_ID:85097719008	A Width-Growth Model with Subnetwork Nodes and Refinement Structure for Representation Learning and Image Classification	IEEE Transactions on Industrial Informatics	2021-03-01	1	University of Windsor, Windsor, Canada	University of Windsor	Canada	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85097719008
https://api.elsevier.com/content/abstract/scopus_id/85102817779	SCOPUS_ID:85102817779	Attentive Excitation and Aggregation for Bilingual Referring Image Segmentation	ACM Transactions on Intelligent Systems and Technology	2021-03-01	0	People's Public Security University of China, Beijing, China	People's Public Security University of China	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102817779
https://api.elsevier.com/content/abstract/scopus_id/85091122036	SCOPUS_ID:85091122036	Context-aware network for RGB-D salient object detection	Pattern Recognition	2021-03-01	1	Beijing University of Technology, Beijing, China	Beijing University of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85091122036
https://api.elsevier.com/content/abstract/scopus_id/85086777305	SCOPUS_ID:85086777305	Multi-deep features fusion for high-resolution remote sensing image scene classification	Neural Computing and Applications	2021-03-01	1	City University of Hong Kong, Kowloon, Hong Kong++Hohai University, Nanjing, China	City University of Hong Kong	Hong Kong	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85086777305
https://api.elsevier.com/content/abstract/scopus_id/85102345624	SCOPUS_ID:85102345624	Multiple visual feature integration based automatic aesthetics evaluation of robotic dance motions	Information (Switzerland)	2021-03-01	0	Jishou University, Jishou, China++Shaoxing University, Shaoxing, China	Jishou University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102345624
https://api.elsevier.com/content/abstract/scopus_id/85088809366	SCOPUS_ID:85088809366	LKRNet: a dual-branch network based on local key regions for facial expression recognition	Signal, Image and Video Processing	2021-03-01	0	China University of Petroleum-Beijing, Beijing, China	China University of Petroleum-Beijing	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85088809366
https://api.elsevier.com/content/abstract/scopus_id/85098871151	SCOPUS_ID:85098871151	Multi-feature fusion for specific emitter identification via deep ensemble learning	Digital Signal Processing: A Review Journal	2021-03-01	0	National University of Defense Technology, Changsha, China	National University of Defense Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85098871151
https://api.elsevier.com/content/abstract/scopus_id/85099839650	SCOPUS_ID:85099839650	A pooling-based feature pyramid network for salient object detection	Image and Vision Computing	2021-03-01	0	North China University of Science and Technology, Tangshan, China	North China University of Science and Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099839650
https://api.elsevier.com/content/abstract/scopus_id/85102773764	SCOPUS_ID:85102773764	Defect Recognition Method with Low False Negative Rate Based on Combined Target Detection Framework	Gaodianya Jishu/High Voltage Engineering	2021-02-28	0	Wuhan University, Wuhan, China	Wuhan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102773764
https://api.elsevier.com/content/abstract/scopus_id/85102364025	SCOPUS_ID:85102364025	Study on AO classification of distal radius fractures based on multi-feature fusion	Journal of Physics: Conference Series	2021-02-27	0	Shandong University of Traditional Chinese Medicine, Jinan, China	Shandong University of Traditional Chinese Medicine	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102364025
https://api.elsevier.com/content/abstract/scopus_id/85103189630	SCOPUS_ID:85103189630	Retinal Blood Vessel Segmentation Based on Multi-Scale Wavelet Transform Fusion	Guangxue Xuebao/Acta Optica Sinica	2021-02-25	0	Xi'an University of Science and Technology, Xi'an, China	Xi'an University of Science and Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103189630
https://api.elsevier.com/content/abstract/scopus_id/85101843885	SCOPUS_ID:85101843885	Mixed Degraded Image Restoration Algorithm Based on Adaptive Fusion of Hierarchical Features	Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics	2021-02-20	0	Kunming University of Science and Technology, Kunming, China	Kunming University of Science and Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101843885
https://api.elsevier.com/content/abstract/scopus_id/85101023681	SCOPUS_ID:85101023681	Multi-task edge-recalibrated network for male pelvic multi-organ segmentation on CT images	Physics in Medicine and Biology	2021-02-07	0	Xidian University, Xi'an, China	Xidian University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101023681
https://api.elsevier.com/content/abstract/scopus_id/85100866399	SCOPUS_ID:85100866399	End‐to‐end super‐resolution for remote‐sensing images using an improved multi‐scale residual network	Remote Sensing	2021-02-02	0	Nanjing University of Information Science &amp; Technology, Nanjing, China	Nanjing University of Information Science &amp; Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100866399
https://api.elsevier.com/content/abstract/scopus_id/85101495029	SCOPUS_ID:85101495029	Feature fusion approach for image retrieval with ordered color means based description of keypoints extracted using local detectors	Journal of Engineering Science and Technology	2021-02-01	0	Pimpri Chinchwad College of Engineering, Pune, India	Pimpri Chinchwad College of Engineering	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101495029
https://api.elsevier.com/content/abstract/scopus_id/85100412980	SCOPUS_ID:85100412980	Single image deraining using Context Aggregation Recurrent Network	Journal of Visual Communication and Image Representation	2021-02-01	0	Hunan Institute of Technology, Hengyang, China++Wuhan University of Technology, Wuhan, China	Hunan Institute of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100412980
https://api.elsevier.com/content/abstract/scopus_id/85086478203	SCOPUS_ID:85086478203	A multispectral feature fusion network for robust pedestrian detection	Alexandria Engineering Journal	2021-02-01	2	Xi'an Technological University, Xi'an, China	Xi'an Technological University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85086478203
https://api.elsevier.com/content/abstract/scopus_id/85097023244	SCOPUS_ID:85097023244	Fuzzy local ternary pattern and skin texture properties based countermeasure against face spoofing in biometric systems	Computational Intelligence	2021-02-01	0	RMK Engineering College, Kavaraipettai, India	RMK Engineering College	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85097023244
https://api.elsevier.com/content/abstract/scopus_id/85099236226	SCOPUS_ID:85099236226	CNN-Based Multistage Gated Average Fusion (MGAF) for Human Action Recognition Using Depth and Inertial Sensors	IEEE Sensors Journal	2021-02-01	0	Ryerson University, Toronto, Canada	Ryerson University	Canada	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099236226
https://api.elsevier.com/content/abstract/scopus_id/85101370630	SCOPUS_ID:85101370630	Attention-Aware and Semantic-Aware Network for RGB-D Indoor Semantic Segmentation	Jisuanji Xuebao/Chinese Journal of Computers	2021-02-01	0	Beijing University of Technology, Beijing, China++National Engineering Laboratory for Critical Technologies of Information Security Classified Protection, Beijing, China++Beijing Key Laboratory of Trusted Computing, Beijing, China	Beijing University of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101370630
https://api.elsevier.com/content/abstract/scopus_id/85099877443	SCOPUS_ID:85099877443	Task-wise attention guided part complementary learning for few-shot image classification	Science China Information Sciences	2021-02-01	1	Northwestern Polytechnical University, Xi'an, China++CETC Key Laboratory of Aerospace Information Applications, Beijing, China	Northwestern Polytechnical University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099877443
https://api.elsevier.com/content/abstract/scopus_id/85098967946	SCOPUS_ID:85098967946	Multi-modality fusion learning for the automatic diagnosis of optic neuropathy	Pattern Recognition Letters	2021-02-01	0	School of Computer and Computing Science, Hangzhou, China	School of Computer and Computing Science	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85098967946
https://api.elsevier.com/content/abstract/scopus_id/85102369646	SCOPUS_ID:85102369646	A Method of Mechanical Fault Diagnosis Based on Locality Margin Discriminant Projection	Zhendong Ceshi Yu Zhenduan/Journal of Vibration, Measurement and Diagnosis	2021-02-01	0	Lanzhou University of Technology, Lanzhou, China	Lanzhou University of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102369646
https://api.elsevier.com/content/abstract/scopus_id/85100400498	SCOPUS_ID:85100400498	Adaptive weighted multi-level fusion of multi-scale features: A new approach to pedestrian detection	Future Internet	2021-02-01	0	Sichuan University, Chengdu, China	Sichuan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100400498
https://api.elsevier.com/content/abstract/scopus_id/85097098314	SCOPUS_ID:85097098314	Attention based multilayer feature fusion convolutional neural network for unsupervised monocular depth estimation	Neurocomputing	2021-01-29	0	Beihang University, Beijing, China	Beihang University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85097098314
https://api.elsevier.com/content/abstract/scopus_id/85100526521	SCOPUS_ID:85100526521	Automatic brain lesion segmentation on standard magnetic resonance images: A scoping review	BMJ Open	2021-01-29	0	Göteborgs Universitet, Gothenburg, Sweden	Göteborgs Universitet	Sweden	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100526521
https://api.elsevier.com/content/abstract/scopus_id/85099791417	SCOPUS_ID:85099791417	Salient Object Detection Based on Multi-scale Feature Extraction and Multi-level Feature Fusion	Gongcheng Kexue Yu Jishu/Advanced Engineering Science	2021-01-20	0	Heilongjiang University, Harbin, China	Heilongjiang University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099791417
https://api.elsevier.com/content/abstract/scopus_id/85097201180	SCOPUS_ID:85097201180	Class consistent and joint group sparse representation model for image classification in Internet of Medical Things	Computer Communications	2021-01-15	0	Qilu University of Technology, Jinan, China	Qilu University of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85097201180
https://api.elsevier.com/content/abstract/scopus_id/85091043378	SCOPUS_ID:85091043378	Detection of heterogeneous parallel steganography for low bit-rate VoIP speech streams	Neurocomputing	2021-01-02	1	Tsinghua University, Beijing, China	Tsinghua University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85091043378
https://api.elsevier.com/content/abstract/scopus_id/85099598051	SCOPUS_ID:85099598051	Gated Ladder-Shaped Feature Pyramid Network for Object Detection in Optical Remote Sensing Images	IEEE Geoscience and Remote Sensing Letters	2021-01-01	0	Southwest Jiaotong University, Chengdu, China	Southwest Jiaotong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099598051
https://api.elsevier.com/content/abstract/scopus_id/85102656930	SCOPUS_ID:85102656930	A Mechanical Fault Diagnosis Model of On-Load Tap Changer based on Same-Source Heterogeneous Data Fusion	IEEE Transactions on Instrumentation and Measurement	2021-01-01	0	Chongqing University, Chongqing, China	Chongqing University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102656930
https://api.elsevier.com/content/abstract/scopus_id/85102251832	SCOPUS_ID:85102251832	Flexible Multi-view Unsupervised Graph Embedding	IEEE Transactions on Image Processing	2021-01-01	0	Xi'an Jiaotong University, Xi'an, China	Xi'an Jiaotong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102251832
https://api.elsevier.com/content/abstract/scopus_id/85100500087	SCOPUS_ID:85100500087	Discriminative Feature Learning for Thorax Disease Classification in Chest X-ray Images	IEEE Transactions on Image Processing	2021-01-01	0	Beijing Jiaotong University, Beijing, China	Beijing Jiaotong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100500087
https://api.elsevier.com/content/abstract/scopus_id/85101779009	SCOPUS_ID:85101779009	Progressive Guidance Edge Perception Network for Semantic Segmentation of Remote-Sensing Images	IEEE Geoscience and Remote Sensing Letters	2021-01-01	0	Wuhan University, Wuhan, China	Wuhan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101779009
https://api.elsevier.com/content/abstract/scopus_id/85103246507	SCOPUS_ID:85103246507	SAMNet: Stereoscopically Attentive Multi-scale Network for Lightweight Salient Object Detection	IEEE Transactions on Image Processing	2021-01-01	0	Nankai University, Tianjin, China	Nankai University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103246507
https://api.elsevier.com/content/abstract/scopus_id/85100518252	SCOPUS_ID:85100518252	Generalized Face Anti-spoofing by Learning to Fuse Features from High and Low Frequency Domains	IEEE Multimedia	2021-01-01	0	City University of Hong Kong, Kowloon, Hong Kong	City University of Hong Kong	Hong Kong	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100518252
https://api.elsevier.com/content/abstract/scopus_id/85103205517	SCOPUS_ID:85103205517	Learning Instance Motion Segmentation with Geometric Embedding	IEEE Access	2021-01-01	0	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103205517
https://api.elsevier.com/content/abstract/scopus_id/85100918749	SCOPUS_ID:85100918749	A Synchronous Long Time-Series Completion Method Using 3-D Fully Convolutional Neural Networks	IEEE Geoscience and Remote Sensing Letters	2021-01-01	0	University of Chinese Academy of Sciences, Beijing, China	University of Chinese Academy of Sciences	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100918749
https://api.elsevier.com/content/abstract/scopus_id/85102236207	SCOPUS_ID:85102236207	A facial expression recognition method based on a multibranch cross-connection convolutional neural network	IEEE Access	2021-01-01	0	Qiqihar University, Qiqihar, China	Qiqihar University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102236207
https://api.elsevier.com/content/abstract/scopus_id/85099602417	SCOPUS_ID:85099602417	Hyperspectral Image Denoising Using a 3-D Attention Denoising Network	IEEE Transactions on Geoscience and Remote Sensing	2021-01-01	0	Sun Yat-Sen University, Guangzhou, China	Sun Yat-Sen University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099602417
https://api.elsevier.com/content/abstract/scopus_id/85101738767	SCOPUS_ID:85101738767	Deep Cross-modal Representation Learning and Distillation for Illumination-invariant Pedestrian Detection	IEEE Transactions on Circuits and Systems for Video Technology	2021-01-01	0	Hong Kong Polytechnic University, Kowloon, Hong Kong	Hong Kong Polytechnic University	Hong Kong	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101738767
https://api.elsevier.com/content/abstract/scopus_id/85102643108	SCOPUS_ID:85102643108	Evolutionary Deep Fusion Method and Its Application in Chemical Structure Recognition	IEEE Transactions on Evolutionary Computation	2021-01-01	0	Shanxi University, Taiyuan, China	Shanxi University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102643108
https://api.elsevier.com/content/abstract/scopus_id/85100848019	SCOPUS_ID:85100848019	Multi-Stage Feature Fusion Network for Video Super-Resolution	IEEE Transactions on Image Processing	2021-01-01	0	Nanjing University of Information Science &amp; Technology, Nanjing, China	Nanjing University of Information Science &amp; Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100848019
https://api.elsevier.com/content/abstract/scopus_id/85099604977	SCOPUS_ID:85099604977	GPRInvNet: Deep Learning-Based Ground-Penetrating Radar Data Inversion for Tunnel Linings	IEEE Transactions on Geoscience and Remote Sensing	2021-01-01	0	Shandong University, Jinan, China	Shandong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099604977
https://api.elsevier.com/content/abstract/scopus_id/85101824405	SCOPUS_ID:85101824405	Efficient parallel branch network with multi-scale feature fusion for real-time overhead power line segmentation	IEEE Sensors Journal	2021-01-01	0	University of Chinese Academy of Sciences, Beijing, China	University of Chinese Academy of Sciences	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101824405
https://api.elsevier.com/content/abstract/scopus_id/85099553870	SCOPUS_ID:85099553870	Exploiting Informative Video Segments for Temporal Action Localization	IEEE Transactions on Multimedia	2021-01-01	0	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099553870
https://api.elsevier.com/content/abstract/scopus_id/85099664779	SCOPUS_ID:85099664779	Image Blind Deblurring Algorithm Based on Deep Multi-level Wavelet Transform	Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology	2021-01-01	0	Yanshan University, Qinhuangdao, China++Hebei Key Laboratory of Information Transmission and Signal Processing, Qinhuangdao, China	Yanshan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099664779
https://api.elsevier.com/content/abstract/scopus_id/85103170761	SCOPUS_ID:85103170761	Aerial image super-resolution based on deep recursive dense network for disaster area surveillance	Personal and Ubiquitous Computing	2021-01-01	0	Sichuan University, Chengdu, China	Sichuan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103170761
